질병코드,버전,영문명,한글명
A82.1,7,Urban rabies,도시형광견병
A82.9,7,"Rabies, unspecified",상세불명의 광견병
A83,7,Mosquito-borne viral encephalitis,모기매개바이러스뇌염
A83.0,7,Japanese encephalitis,일본뇌염
A83.1,7,Western equine encephalitis,서부말뇌염
A83.2,7,Eastern equine encephalitis,북미동부말뇌염
A83.3,7,St. Louis encephalitis,세인트루이스뇌염
A83.4,7,Australian encephalitis,오스트랄리아뇌염
A83.5,7,California encephalitis,캘리포니아뇌염
A83.6,7,Rocio virus disease,로시오바이러스병
A83.8,7,Other mosquito-borne viral encephalitis,기타 모기매개바이러스뇌염
A83.9,7,"Mosquito-borne viral encephalitis, unspecified",상세불명의 모기매개바이러스뇌염
A84,7,Tick-borne viral encephalitis,진드기매개바이러스뇌염
A84.0,7,Far Eastern tick-borne encephalitis  [Russian spring-summer encephalitis,극동진드기매개뇌염[러시아봄여름뇌염]
A84.1,7,Central European tick-borne encephalitis,중앙유럽진드기매개뇌염
A84.8,7,Other tick-borne viral encephalitis,기타 진드기매개바이러스뇌염
A84.9,7,"Tick-borne viral encephalitis, unspecified",상세불명의 진드기매개바이러스뇌염
A85,7,"Other viral encephalitis, NEC",달리 분류되지 않은 기타 바이러스뇌염
A85.0,7,Enteroviral encephalitis(G05.1*),엔테로바이러스뇌염(G05.1*)
A85.1,7,Adenoviral encephalitis(G05.1*),아데노바이러스뇌염(G05.1*)
A85.2,7,"Arthropod-borne viral encephalitis, unspecified",상세불명의 절지동물매개바이러스뇌염
A85.8,7,Other specified viral encephalitis,기타 명시된 바이러스뇌염
A86,7,Unspecified viral encephalitis,상세불명의 바이러스뇌염
A87,7,Viral meningitis,바이러스수막염
A87.0,7,Enteroviral meningitis(G02.0*),엔테로바이러스수막염(G02.0*)
A87.1,7,Adenoviral meningitis(G02.0*),아데노바이러스수막염(G02.0*)
A87.2,7,Lymphocytic choriomeningitis,림프구성 맥락수막염
A87.8,7,Other viral meningitis,기타 바이러스수막염
A87.9,7,"Viral meningitis, unspecified",상세불명의 바이러스수막염
A88,7,"Other viral infections of central nervous system, NEC",달리 분류되지 않은 중추신경계통의 기타 바이러스감염
A88.0,7,Enteroviral exanthematous fever [Boston exanthem],엔테로바이러스발진열[보스톤발진]
A88.1,7,Epidemic vertigo,유행성 현기증
A88.8,7,Other specified viral infections of central nervous system,중추신경계통의 기타 명시된 바이러스감염
A89,7,Unspecified viral infection of central nervous system,중추신경계통의 상세불명의 바이러스감염
A92,7,Other mosquito-borne viral fevers,기타 모기매개바이러스열
A92.0,7,Chikungunya viral disease,치쿤군야바이러스병
A92.1,7,O’nyong-nyong fever,오뇽뇽열
A92.2,7,Venezuelan equine fever,베네주엘라말열
A92.3,7,West Nile virus infection,서부나일바이러스감염
A92.4,7,Rift valley fever,리프트계곡열
A92.8,7,Other specified mosquito-borne viral fevers,기타 명시된 모기매개바이러스열
A92.9,7,"Mosquito-borne viral fever, unspecified",상세불명의 모기매개바이러스열
A93,7,"Other arthropod-borne viral fevers, NEC",달리 분류되지 않은 기타 절지동물매개바이러스열
A93.0,7,Oropouche virus disease,오로퓨스바이러스병
A93.1,7,Sandfly fever,모래파리열
A93.2,7,Colorado tick fever,콜로라도진드기열
A93.8,7,Other specified arthropod-borne viral fevers,기타 명시된 절지동물매개바이러스열
A94,7,Unspecified arthropod-borne viral fever,상세불명의 절지동물매개 바이러스열
A95,7,Yellow fever,황열
A95.0,7,Sylvatic yellow fever,삼림형황열
A95.1,7,Urban yellow fever,도시형황열
A95.9,7,"Yellow fever, unspecified",상세불명의 황열
A96,7,Arenaviral haemorrhagic fever,아레나바이러스출혈열
A96.0,7,Junin haemorrhagic fever,주닌출혈열
A96.1,7,Machupo haemorrhagic fever,마추포출혈열
A96.2,7,Lassa fever,라사열
A96.8,7,Other arenaviral haemorrhagic fever,기타 아레나바이러스출혈열
A96.9,7,"Arenaviral haemorrhagic fever, unspecified",상세불명의 아레나바이러스출혈열
A97,7,Dengue,뎅기
A97.0,7,Dengue without warning signs,경고징후 없는 뎅기
A97.1,7,Dengue with warning signs,경고징후 있는 뎅기
A97.2,7,Severe Dengue,심한 뎅기
A97.9,7,"Dengue, unspecified",상세불명의 뎅기열
A98,7,"Other viral haemorrhagic fevers, NEC",달리 분류되지 않은 기타 바이러스출혈열
A98.0,7,Crimean-congo haemorrhagic fever,크리미아-콩고출혈열
A98.1,7,Omsk haemorrhagic fever,옴스크출혈열
A98.2,7,Kyasanur forest disease,키야사나삼림병
A98.3,7,Marburg virus disease,마르부르그바이러스병
A98.4,7,Ebola virus disease,에볼라바이러스병
A98.5,7,Haemorrhagic fever with renal syndrome,신장증후군을 동반한 출혈열
A98.8,7,Other specified viral haemorrhagic fevers,기타 명시된 바이러스출혈열
A99,7,Unspecified viral haemorrhagic fever,상세불명의 바이러스출혈열
B00,7,Herpesviral [herpes simplex] infections,헤르페스바이러스[단순헤르페스] 감염
B00.0,7,Eczema herpeticum,헤르페스습진
B00.1,7,Herpesviral vesicular dermatitis,헤르페스바이러스 소수포피부염
B00.2,7,Herpesviral gingivostomatitis and pharyngotonsillitis,헤르페스바이러스 치은구내염 및 인두편도염
B00.3,7,Herpesviral meningitis(G02.0*),헤르페스바이러스수막염(G02.0*)
B00.4,7,Herpesviral encephalitis(G05.1*),헤르페스바이러스뇌염(G05.1*)
B00.5,7,Herpesviral ocular disease,헤르페스바이러스눈병
B00.7,7,Disseminated herpesviral disease,파종성 헤르페스바이러스병
B00.8,7,Other forms of herpesviral infection,기타 형태의 헤르페스바이러스감염
B00.9,7,"Herpesviral infection, unspecified",상세불명의 헤르페스바이러스감염
B01,7,Varicella[chickenpox],수두
B01.0,7,Varicella meningitis(G02.0*),수두수막염(G02.0*)
B01.1,7,Varicella encephalitis(G05.1*),수두뇌염(G05.1*)
B01.2,7,Varicella pneumonia(J17.1*),수두폐렴(J17.1*)
B01.8,7,Varicella with other complications,기타 합병증을 동반한 수두
B01.9,7,Varicella without complication,합병증이 없는 수두
B02,7,Zoster [herpes zoster],대상포진
B02.0,7,Zoster encephalitis(G05.1*),대상포진뇌염(G05.1*)
B02.1,7,Zoster meningitis(G02.0*),대상포진수막염(G02.0*)
B02.2,7,Zoster with other nervous system involvement,기타 신경계통 침범을 동반한 대상포진
B02.3,7,Zoster ocular disease,대상포진눈병
B02.7,7,Disseminated zoster,파종성 대상포진
B02.8,7,Zoster with other complications,기타 합병증을 동반한 대상포진
B02.9,7,Zoster without complication,합병증이 없는 대상포진
B03,7,Smallpox,마마
B04,7,Monkeypox,원숭이두창
B05,7,Measles,홍역
B05.0,7,Measles complicated by encephalitis(G05.1*),뇌염이 합병된 홍역(G05.1*)
B05.1,7,Measles complicated by meningitis(G02.0*),수막염이 합병된 홍역(G02.0*)
B05.2,7,Measles complicated by pneumonia(J17.1*),폐렴이 합병된 홍역(J17.1*)
B05.3,7,Measles complicated by otitis media(H67.1*),중이염이 합병된 홍역(H67.1*)
B05.4,7,Measles with intestinal complications,장합병증이 동반된 홍역
B05.8,7,Measles with other complications,기타 합병증을 동반한 홍역
B05.9,7,Measles without complication,합병증 없는 홍역
B06,7,Rubella [German measles],풍진
B06.0,7,Rubella with neurological complications,신경학적 합병증을 동반한 풍진
B06.8,7,Rubella with other complications,기타 합병증을 동반한 풍진
B06.9,7,Rubella without complication,합병증이 없는 풍진
B07,7,Viral warts,바이러스사마귀
B08,7,"Other viral infections characterized by skin and mucous membrane lesions, NEC",달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염
B08.0,7,Other orthopoxvirus infections,기타 오르토폭스바이러스감염
B08.1,7,Molluscum contagiosum,전염성 물렁종
B08.2,7,Exanthema subitum [sixth disease],돌발발진[제6병]
B08.3,7,Erythema infectiosum [fifth disease],감염성 홍반[제5병]
B08.4,7,Enteroviral vesicular stomatitis with exanthem,발진을 동반한 엔테로바이러스소수포구내염
B08.5,7,Enteroviral vesicular pharyngitis,엔테로바이러스소수포인두염
B08.8,7,Other specified viral infections characterized by skin and mucous membrane lesions,기타 명시된 피부 및 점막병변이 특징인 바이러스감염
B09,7,Unspecified viral infection characterized by skin and mucous membrane lesions,피부 및 점막병변이 특징인 상세불명의 바이러스감염
B15,7,Acute hepatitis A,급성 A형간염
B15.0,7,Hepatitis A with hepatic coma,간성 혼수가 있는 A형간염
B15.9,7,Hepatitis A without hepatic coma,간성 혼수가 없는 A형간염
B16,7,Acute hepatitis B,급성 B형간염
B16.0,7,Acute hepatitis B with delta-agent(coinfection) with hepatic coma,간성 혼수가 있는 델타-병원체(동시감염)를 가진 급성 B형간염
B16.1,7,Acute hepatitis B with delta-agent(coinfection) without hepatic coma,간성 혼수가 없는 델타-병원체(동시감염)를 가진 급성 B형간염
B16.2,7,Acute hepatitis B without delta- agent with hepatic coma,간성 혼수가 있고 델타-병원체가 없는 급성 B형간염
B16.9,7,Acute hepatitis B without delta- agent and without hepatic coma,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염
B17,7,Other acute viral hepatitis,기타 급성 바이러스간염
B17.0,7,Acute delta-(super)infection of hepatitis B carrier,B형간염보균자의 급성 델타(중복)감염
B17.1,7,Acute hepatitis C,급성 C형간염
B17.2,7,Acute hepatitis E,급성 E형간염
B17.8,7,Other specified acute viral hepatitis,기타 명시된 급성 바이러스간염
B17.9,7,"Acute viral hepatitis, unspecified",상세불명의 급성 바이러스간염
B18,7,Chronic viral hepatitis,만성 바이러스간염
B18.0,7,Chronic viral hepatitis B with delta- agent,델타-병원체가 있는 만성 바이러스B형간염
B18.1,7,Chronic viral hepatitis B without delta- agent,델타-병원체가 없는 만성 바이러스B형간염
B18.2,7,Chronic viral hepatitis C,만성 바이러스C형간염
B18.8,7,Other chronic viral hepatitis,기타 만성 바이러스간염
B18.9,7,"Chronic viral hepatitis, unspecified",상세불명의 만성 바이러스간염
B19,7,Unspecified viral hepatitis,상세불명의 바이러스간염
B19.0,7,Unspecified viral hepatitis with hepatic coma,간성 혼수가 있는 상세불명의 바이러스간염
B19.9,7,Unspecified viral hepatitis without hepatic coma,간성 혼수가 없는 상세불명의 바이러스간염
B20,7,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병
B20.0,7,HIV disease resulting in mycobacterial infection,마이코박테리아감염을 유발한 인체면역결핍바이러스병
B20.1,7,HIV disease resulting in other bacterial infections,기타 세균감염을 유발한 인체면역결핍바이러스병
B20.2,7,HIV disease resulting in cytomegaloviral disease,거대세포바이러스병을 유발한 인체면역결핍바이러스병
B20.3,7,HIV disease resulting in other viral infections,기타 바이러스감염을 유발한 인체면역결핍바이러스병
B20.4,7,HIV disease resulting in candidiasis,칸디다증을 유발한 인체면역결핍바이러스병
B20.5,7,HIV disease resulting in other mycoses,기타 진균증을 유발한 인체면역결핍바이러스병
B20.6,7,HIV disease resulting in Pneumocystis jirovecii pneumonia,폐포자충폐렴을 유발한 인체면역결핍바이러스병
B20.7,7,HIV disease resulting in multiple infections,다발감염을 유발한 인체면역결핍바이러스병
B20.8,7,HIV disease resulting in other infectious and parasitic diseases,기타 감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병
B20.9,7,HIV disease resulting in unspecified infectious or parasitic disease,상세불명의 감염성 또는 기생충성 질환을 유발한 인체면역결핍바이러스병
B21,7,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,악성 신생물을 유발한 인체면역결핍바이러스병
B21.0,7,HIV disease resulting in Kaposi’s sarcoma,카포시육종을 유발한 인체면역결핍바이러스병
B21.1,7,HIV disease resulting in Burkitt lymphoma,버킷림프종을 유발한 인체면역결핍바이러스병
B21.2,7,HIV disease resulting in other types of non-Hodgkin lymphoma,기타 유형의 비호지킨림프종을 유발한 인체면역결핍바이러스병
B21.3,7,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","림프성, 조혈성 및 관련 조직의 기타 악성 신생물을 유발한 인체면역결핍바이러스병"
B21.7,7,HIV disease resulting in multiple malignant neoplasms,다발성 악성 신생물을 유발한 인체면역결핍바이러스병
B21.8,7,HIV disease resulting in other malignant neoplasms,기타 악성 신생물을 유발한 인체면역결핍바이러스병
B21.9,7,HIV disease resulting in unspecified malignant neoplasm,상세불명의 악성 신생물을 유발한 인체면역결핍바이러스병
B22,7,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,기타 명시된 질환을 유발한 인체면역결핍바이러스병
B22.0,7,HIV disease resulting in encephalopathy,뇌병증을 유발한 인체면역결핍바이러스병
B22.1,7,HIV disease resulting in lymphoid interstitial pneumonitis,림프성 간질폐렴을 유발한 인체면역결핍바이러스병
B22.2,7,HIV disease resulting in wasting syndrome,소모증후군을 유발한 인체면역결핍바이러스병
B22.7,7,HIV disease resulting in multiple diseases classified elsewhere,달리 분류된 다발성 질환을 유발한 인체면역결핍바이러스병
B23,7,Human immunodeficiency virus [HIV] disease resulting in other conditions,기타병태를 유발한 인체면역결핍바이러스병
B23.0,7,Acute HIV infection syndrome,급성 인체면역결핍바이러스감염증후군
B23.1,7,HIV disease resulting in (persistent) generalized lymphadenopathy,(지속성) 전신림프선병증을 유발한 인체면역결핍바이러스병
B23.2,7,"HIV disease resulting in haematological and immunological abnormalities, NEC",달리 분류되지 않은 혈액학적 및 면역학적 이상을 유발한 인체면역결핍바이러스병
B23.8,7,HIV disease resulting in other specified conditions,기타 명시된 병태를 유발한 인체면역결핍바이러스병
