,,,,,,,,,,,
ARRN,SEQ,HLT,soc1,soc2,soc3,english,용어1,용어2,용어3,용어4,용어5
0073,010,,0200,,,MYALGIA AGGRAVATED,악화된근육통,근육통악화,,,
0073,011,,0200,,,POLYMYALGIA,다발성근육통,복합근육통,,,
0073,012,,0200,,,BODY ACHING,몸의통증,몸이아픔,몸살,전신통증,체통
0074,001,0074,0200,,,MYOPATHY,근육병증,근병증,,,
0074,003,0074,0200,,,MUSCLE DISORDER,근육장애,근육질환,근질환,,
0074,004,0074,0200,,,MUSCLE DEGENERATION,근육퇴화,근육변성,근변성,근퇴화,
0074,005,0074,0200,,,MUSCLE WASTING,근육소모,근육쇠약,근쇠약,,
0074,006,0074,0200,,,MUSCULAR DYSTROPHY,근디스트로피,근육디스트로피,근이영양증,,
0074,007,0074,0200,,,MYOPATHY AGGRAVATED,근육병증악화,악화된근육병증,근병악화,,
0074,008,0074,0200,,,DUCHENNE MUSCULAR DYSTROPHY,듀센근육이영양증,듀센근이영양증,듀센근디스트로피,,
0076,001,,0200,0800,0900,OSTEOPOROSIS,골다공증,뼈엉성증,,,
0076,002,,0200,0800,0900,BONE MASS DECREASED,골질량감소,골량감소,뼈질랑감소,,
0076,003,,0200,0800,0900,BONE FORMATION DECREASED,골형성감소,뼈형성감소,,,
0077,001,0068,0410,0200,,TORTICOLLIS,사경,기운목,목이삐뚤어짐,,
0077,003,0068,0410,0200,,TORTICOLLIS AGGRAVATED,사경악화,악화된사경,기운목악화,,
0077,004,0068,0410,0200,,TORTICOLLIS CONGENITAL,선천성사경,선천성기운목,,,
0077,005,0068,0410,0200,,NECK STIFFNESS,목경직,경부강직,경부경직,,
0077,006,0068,0410,0200,,DYSTONIA CERVICAL,경부근긴장이상,경부근긴장이상증,목긴장증,,
0078,001,0085,1040,0300,,ARTERITIS,동맥염,,,,
0078,003,0085,1040,0300,,INFLAMMATORY ARTERY REACTION,염증성동맥반응,염증동맥반응,동맥염증반응,,
0078,004,0085,1040,0300,,ENDARTERITIS,동맥내막염,대동맥내막염,,,
0078,005,0085,1040,0300,,PANARTERITIS,전층동맥염,전층성동맥염,,,
0078,006,0085,1040,0300,,CRANIAL ARTERITIS,뇌동맥염,두개동맥염,,,
0078,007,0085,1040,0300,,ARTERITIS OBLITERANS,폐색성동맥염,폐색동맥염,,,
0078,008,0085,1040,0300,,AORTITIS,대동맥염,,,,
0079,001,0079,0300,,,ARTHRITIS RHEUMATOID,류마티스성관절염,류마티스관절염,,,
0079,003,0079,0300,,,JUVENILE RHEUMATOID ARTHRITIS,소아류마티스양관절염,소아기류마티스양관절염,청소년류마티스관절염,,
0080,001,0081,0300,,,LE RASH,홍반루푸스발진,홍반성낭창성발진,,,
0080,003,0081,0300,,,LUPUS ERYTHEMATOSUS DISCOID,원판상홍반성루푸스,원판형홍반성루푸스,원반형홍반루푸스발진,원반형홍반성낭창,
0080,004,0081,0300,,,LE-LIKE BUTTERFLY RASH,루푸스양나비모양발진,홍반루푸스유사나비모양발진,루푸스유사성나비발진,홍반성낭창유사나비발진,
0080,005,0081,0300,,,LE-LIKE DISCOID RASH,루푸스양원판형발진,홍반루푸스유사원반모양발진,원판상루푸스양발진,루푸스유사성원반성발진,
0080,006,0081,0300,,,DISCOID LUPUS ERYTHEMATOSUS AGGRAVATED,원판상홍반성루푸스악화,원판형홍반성루푸스악화,원반형홍반성낭창악화,,
0081,001,0081,0300,,,LE SYNDROME,홍반성루푸스증후군,홍반루푸스증후군,루푸스증후군,홍반성낭창증후군,
0081,003,0081,0300,,,DLE,원반성홍반루푸스,원판형홍반성루푸스,원판상홍반성루푸스,원반성홍반성낭창,
0081,004,0081,0300,,,HYDRALAZINE LE TYPE REACTION,하이드랄라진홍반루푸스형반응,하이드랄라진홍반성낭창반응,,,
0081,005,0081,0300,,,DISSEMINATED LUPUS ERYTHEMATOSUS,파종성홍반성루푸스,파종홍반루푸스,파종성홍반성낭창,,
0081,006,0081,0300,,,LE ARTHRITIS,홍반루푸스관절염,루푸스관절염,홍반루푸스성관절염,홍반성낭창관절염,
0081,007,0081,0300,,,LE TYPE REACTION,홍반루푸스양반응,루푸스형반응,홍반루푸스형반응,홍반성낭창형반응,
0081,008,0081,0300,,,LUPUS ERYTHEMATOSUS SYSTEMIC,전신성홍반성루푸스,전신홍반루푸스,전신홍반루푸스발진,전신성홍반성낭창,
0081,009,0081,0300,,,SLE-LIKE SYMPTOMS,전신성홍반루푸스양증상,전신홍반루푸스유사증상,전신홍반루푸스증상,전신성홍반성낭창증상,
0081,010,0081,0300,,,SYSTEMIC LUPUS ERYTHEMATOSUS SYNDROME,전신성홍반루푸스증후군,전신홍반루푸스증후군,전신홍반성루푸스신드롬,전신성홍반성낭창,
0081,011,0081,0300,,,SYSTEMIC ERYTHEMATOSUS RASH,전신성홍반성발진,전신홍반발진,,,
0081,012,0081,0300,,,LUPUS ENCEPHALITIS,루푸스뇌염,루푸스성뇌염,낭창뇌염,,
0082,001,0081,0300,,,LE TEST ABNORMAL,홍반루푸스검사이상,루푸스검사이상,LE검사이상,낭창검사이상,
0082,004,0081,0300,,,LE CELLS PRESENT,홍반루푸스세포존재,홍반루푸스세포양성,루푸스세포의존재,홍반성낭창세포양성,
0083,001,0085,1040,0300,,POLYARTERITIS NODOSA,결절성다발성동맥염,결절성다발동맥염,다발성결절성동맥염,,
0083,003,0085,1040,0300,,PANARTERITIS NODOSA,결절성전층성동맥염,결절성전층동맥염,,,
0083,004,0085,1040,0300,,PERIARTERITIS NODOSA,결절성동맥주위염,결절동맥주위염,,,
0083,005,0085,1040,0300,,PERIARTERITIS NODOSA WITH NECROSIS,괴사를동반한결절성동맥주위염,괴사를동반한결정동맥주위염,,,
0084,001,,0300,,,RETROPERITONEAL FIBROSIS,후복막성섬유화,후복막섬유화증,후복막섬유증식증,배막뒤섬유증,후복막섬유증
0085,001,0085,1040,0300,,VASCULITIS,혈관염,,,,
0085,003,0085,1040,0300,,VASCULITIS PULMONARY,폐혈관염,폐성혈관렴,허파혈관염,,
0085,004,0085,1040,0300,,RENAL VASCULITIS,신혈관염,신성혈관염,신장혈관염,콩팥혈관염,
0085,005,0085,1040,0300,,SKIN VASCULITIS NOS,상세불명의피부혈관염,불분명한피부혈관염,,,
0085,006,0085,1040,0300,,IDIOPATHIC CAPILLARITIS,원인불명모세혈관염,특발성모세혈관염,,,
0085,007,0085,1040,0300,,VASCULITIS NODULAR,결절성혈관염,,,,
0085,008,0085,1040,0300,,VASCULITIS NEUTROPHILIC,호중성혈관염,호중구성혈관염,,,
0085,009,0085,1040,0300,,VASCULITIS CEREBRAL,대뇌혈관염,,,,
0085,010,0085,1040,0300,,VASCULITIS AGGRAVATED,혈관염악화,악화된혈관염,,,
0085,011,0085,1040,0300,,VASCULITIS GASTROINTESTINAL,위장관계혈관염,위장관혈관염,위창자혈관염,,
0085,012,0085,1040,0300,,VASCULITIC RASH,혈관염성발진,혈관염발진,혈관염에의한발진,,
0085,013,0085,1040,0300,,VASCULITIS NECROTISING,괴사성혈관염,,,,
0085,014,0085,1040,0300,,LEUKOCYTOCLASTIC VASCULITIS,백혈구파괴성혈관염,백혈구성혈관염,백혈구파괴혈관염,백혈구파쇄혈관염,
0086,001,0085,1040,0300,,VASCULITIS ALLERGIC,알레르기성혈관염,,,,
0087,001,0150,0410,,,APHASIA,실어증,언어상실증,언어실조증,,
0087,003,0150,0410,,,APHASIA MOTOR,운동실어증,브로카실어증,운동성언어실조증,운동언어상실증,운동기능장애실어증
0087,004,0150,0410,,,DYSPHASIA,언어장애,,,,
0087,005,0150,0410,,,APHASIA NOMINAL,명칭실어증,명사실어증,명칭언어상실증,,
0087,006,0150,0410,,,APHASIA SENSORY,감각실어증,감각성언어실조증,베르니케실어증,수용언어상실증,감각언어상실증
0088,001,0088,0410,,,ATAXIA,운동실조,보행성운동실조증,조화운동불능증,운동실조증,조화운동못함증
0088,003,0088,0410,,,BALANCE DIFFICULTY,평형장애,평형어려움,평형감각장애,,
0088,004,0088,0410,,,DYSEQUILIBRIUM,평형장애,평형이상,평형감각장애,,
0088,005,0088,0410,,,ASTASIA,기립불능,기립불능증,못섬증,,
0088,006,0088,0410,,,GAIT INABILITY,보행불능,걷지못함,걸음불능,,
0088,007,0088,0410,,,ATAXIA AGGRAVATED,악화된운동실조,운동실조악화,조화운동불능증악화,조화운동못함증악화,보행성운동실조증악화
0088,008,0088,0410,,,DIFFICULTY IN STANDING,기립장애,못섬증,,,
0088,009,0088,0410,,,ATAXIC GAIT,보행실조,보행성운동실조증,실조성보행,조화운동불능보행,흔들걸음
0089,001,,0410,,,CEREBELLAR SYNDROME,소뇌증후군,,,,
0090,001,0106,0410,,,CHOREOATHETOSIS,무도무정위운동,무도곰지락운동,,,
0090,003,0106,0410,,,CHOREOATHETOID MOVEMENTS,무도무정위성운동,,,,
0090,004,0106,0410,,,ATHETOSIS,무정위운동,곰지락운동,,,
0090,005,0106,0410,,,CHOREA,무도병,,,,
0090,006,0106,0410,,,CHOREA AGGRAVATED,무도병악화,악화된무도병,,,
0090,007,0106,0410,,,CHOREA JUVENILE,연소성무도병,청소년무도병,소아무도병,,
0090,008,0106,0410,,,CHOREA-LIKE SYMPTOMS,무도병유사증상,,,,
0091,001,,0410,,,COMA,혼수,,,,
0091,003,,0410,,,UNCONSCIOUSNESS,무의식,의식불명,,,
0092,001,,0500,0410,,CONFUSION,착란,혼돈,,,
0092,003,,0500,0410,,DISORIENTATION,지남력장애,방향감각상실,방향감각혼미,방향감장애,
0092,004,,0500,0410,,BEWILDERMENT,당황,,혼란,,
0092,005,,0500,0410,,CONFUSIONAL STATE,착란상태,혼돈상태,,,
0092,006,,0500,0410,,CONFUSION AGGRAVATED,착란악화,혼돈악화,,,
0093,001,0093,0410,,,CONVULSIONS,경련,발작,,,
0093,003,0093,0410,,,SEIZURES CEREBRAL,대뇌발작,대뇌성발작,뇌발작,뇌성발작,
0093,004,0093,0410,,,UNCINATE FITS,갈고리이랑발작,구상회발작,구상회성발작,,
0093,005,0093,0410,,,EPILEPTIFORM FITS NOS,상세불명의간질양발작,명시안된간질모양발작,,,
0093,006,0093,0410,,,EPILEPSY,간질,,,,
0093,007,0093,0410,,,EPILEPSY EQUIVALENT,간질과동등한,,,,
0093,008,0093,0410,,,EPILEPSY TEMPORAL LOBE,측두엽간질,,,,
0093,012,0093,0410,,,PETIT MAL,소발작,사소한발작,,,
0093,013,0093,0410,,,PSYCHOMOTOR EPILEPSY,정신운동간질,정신운동성간질,,,
0093,014,0093,0410,,,EPILEPTIFORM ATTACKS NOS,상세불명의간질양삽화,상세불명의간질양발작,명시안된간질모양발작,명시되지않은유사간질발작,
0093,015,0093,0410,,,CATAPLEXY,허탈발작,탈력발작,공포로인한발작,,
0093,016,0093,0410,,,CONVULSIVE DISORDER,경련성질환,경련질환,,,
0093,017,0093,0410,,,TONIC CONVULSION,강직성경련,강직발작,긴장경련,긴장성경련,긴장으로인한경련
0093,018,0093,0410,,,COMPLEX PARTIAL SEIZURES,복합부분발작,복합성부분발작,복합부분경련,복합성국소경련,
0093,019,0093,0410,,,SIMPLE PARTIAL SEIZURES,단순성부분발작,단순부분발작,단순부분경련,단순성국소경련,
0093,020,0093,0410,,,EPILEPTIC AURA,간질조짐,간질전조,간질,,
0093,021,0093,0410,,,ATONIC SEIZURES,무긴장성발작,무긴장발작,이완발작,무긴장성경련,
0093,022,0093,0410,,,SEIZURE ANOXIC,무산소성발작,무산소발작,무산소경련,,
0093,024,0093,0410,,,CATAPLEXY AGGRAVATED,허탈발작악화,탈력발작악화,,,
0093,025,0093,0410,,,LENNOX-GASTAUT SYNDROME,레녹스-가스토증후군,,,,
0093,026,0093,0410,,,CONVULSIONS HYPOGLYCAEMIC,저혈당성경련,,,,
0094,001,0093,0410,,,CONVULSIONS AGGRAVATED,경련악화,악화된경련,,,
0094,003,0093,0410,,,CONVULSIVE THRESHOLD LOWERED,경련역치저하,경련역치수준저하,,,
0095,001,0093,0410,,,CONVULSIONS GRAND MAL,대발작,대발작경련,,,
0095,003,0093,0410,,,EPILEPSY GRAND MAL,대발작간질,대발작,,,
0095,004,0093,0410,,,STATUS EPILEPTICUS,간질중첩증,간질지속상태,경련중첩,경련중첩증,
0095,005,0093,0410,,,FITS NOS,상세불명의발작,명시안된발작,,,
0095,006,0093,0410,,,TONIC/ CLONIC CONVULSIONS,강직간대경련,긴장/간대성경련,긴장성/간대성발작,긴장/간대성발작,
0096,001,0093,0410,,,CONVULSIONS LOCAL,국소경련,국소적경련,국소적발작,부분경련,
0096,003,0093,0410,,,JACKSONIAN SEIZURES,잭슨발작,잭슨양발작,,,
0096,004,0093,0410,,,JACKSONIAN EPILEPSY,잭슨간질,잭슨양간질,,,
0097,001,0088,0410,,,COORDINATION ABNORMAL,협조이상,조정이상,협동이상,협동장애,
0097,003,0088,0410,,,DYSDIADOCHOKINESIS,상반운동되풀이장애,길항운동반복기능장애,,,
0097,004,0088,0410,,,ADIADOKOKINESIS,상반운동되풀이불능,맞섬운동반복불능,,,
0097,005,0088,0410,,,CLUMSINESS,둔함,어둔,서투름,,
0097,006,0088,0410,,,FUMBLING,허둥댐,서투르게더듬거림,,,
0097,007,0088,0410,,,INCOORDINATION,협동운동장애,조화불능,협응장애,부조,
0097,008,0088,0410,,,WRITING IMPAIRED,쓰기장애,쓰기부전,쓰기손상,글쓰기장애,
0097,009,0088,0410,,,MUSCULAR INCOORDINATION,근육부조화,근육조화불능,근육부조화,근육협응장애,근육협동운동장애
0098,001,,0410,,,CSF ABNORMAL,뇌척수액이상,,,,
0098,003,,0410,,,XANTHOCHROMIA,황색변색,황색변색증,,,
0098,004,,0410,,,CSF PROTEIN INCREASED,뇌척수액단백질증가,뇌척수액단백증가,,,
0098,005,,0410,,,CSF GRANULOCYTE COUNT ABNORMAL,뇌척수액과립백혈구수이상,,,,
0099,001,,0500,0410,,DELIRIUM,섬망,,,,
0099,003,,0500,0410,,DELIRIUM TOXIC,독성섬망,,,,
0099,004,,0500,0410,,DELIRIUM TREMENS,진전섬망,,,,
0100,001,,0410,0500,,DEMENTIA,치매,,,,
0100,003,,0410,0500,,DEMENTIA ACQUIRED,후천성치매,후천적치매,,,
0100,004,,0410,0500,,MENTAL DETERIORATION,정신상태악화,정신황폐,정신퇴화,,
0100,005,,0410,0500,,DEMENTIA AGGRAVATED,치매악화,악화된치매,,,
0100,006,,0410,0500,,PICK'S DISEASE,픽병,피크병,피크질환,,
0100,007,,0410,0500,,SENILE DEMENTIA,노인성치매,노인치매,,,
0100,008,,0410,0500,,KORSAKOFF'S PSYCHOSIS NON-ALCOHOLIC,비알코올성코르사코프정신병,비알콜성코르사코프정신병,비알콜성콜사코프증후군,,
0101,001,,0410,,,DIZZINESS,어지러움,어지럼증,어지러움증,현기증,
0101,003,,0410,,,FAINTNESS,실신,기절,,,
0101,004,,0410,,,GIDDINESS,현기증,어지럼증,어지러움,,
0101,005,,0410,,,LIGHT-HEADED FEELING,어지럼증,현기증,,,
0101,006,,0410,,,WOOZINESS,머리가띵함,머리가멍함,머리가혼란함,,
0101,007,,0410,,,DIZZINESS POSTURAL,체위성어지럼증,체위성어지러움증,체위어지러움,체위현기증,어지러움증자세
0101,008,,0410,,,DIZZINESS EXERTIONAL,운동성어지럼증,운동성어지러움증,운동어지러움,운동현기증,운동후어지러움
0101,009,,0410,,,DIZZINESS AGGRAVATED,어지럼증악화,어지러움악화,어지러움증악화,현기증악화,
0101,010,,0410,,,PRESYNCOPE,실신직전상태,전실신,,,
0102,001,0102,0410,,,DYSKINESIA,운동이상증,이상운동,운동이상,,
0102,003,0102,0410,,,ASYNERGIA,협동불능,협동운동불능증,협동운동불능,,
0102,004,0102,0410,,,DYSKINETIC SYNDROME,이상운동증후군,,,,
0102,005,0102,0410,,,DYSMETRIA,겨냥이상,운동거리조절이상,운동거리조정이상,,
0102,006,0102,0410,,,HEAD-FACE-NECK SYNDROME,두부-안면-경부증후군,머리-얼굴-목증후군,,,
0102,007,0102,0410,,,MOVEMENTS SPASTIC INVOLUNTARY,불수의강직운동,경직성불수의운동,불수의운동경련,,
0102,008,0102,0410,,,TONGUE PROTRUSION SPASTIC INVOLUNTARY,불수의적강직성혀내밈,불수의강직성혀돌출,불수의경직성혀돌출,,
0102,009,0102,0410,,,DYSKINESIA ACUTE,급성운동이상증,급성운동이상,,,
0102,010,0102,0410,,,MOVEMENTS INVOLUNTARY,불수의운동,불수의적운동,,,
0102,011,0102,0410,,,NODDING OF HEAD,머리끄덕임,점두,,,
0102,012,0102,0410,,,DYSKINESIA AGGRAVATED,이상운동악화,운동이상증,운동이상증악화,,
0102,013,0102,0410,,,OROFACIAL DYSKINESIA,구안면이상운동,구강안면운동장애,구강얼굴운동이상,입얼굴이상운동,구강얼굴운동이상증
0102,015,0102,0410,,,MOVEMENT DISORDER,운동장애,운동질환,,,
0102,016,0102,0410,,,GRIMACING,얼굴찡그림,얼굴찌푸림,,,
0103,001,0150,0410,,,DYSPHONIA,발성장애,얼굴찡그림,발음장애,언어장애,
0103,003,0150,0410,,,APHONIA,무발성증,발성장애,실성증,무성증,
0103,004,0150,0410,,,HOARSENESS,쉰소리,목이쉰소리,,,
0103,005,0150,0410,,,VOICE ALTERATION,음성변화,목소리변성,목소리변경,,
0104,001,,0410,,,EEG ABNORMAL,뇌파이상,뇌파도이상,뇌파검사이상,,
0104,003,,0410,,,ELECTROENCEPHALOGRAM ABNORMAL,뇌파이상,뇌파도이상,뇌파검사이상,,
0104,004,,0410,,,VISUAL EVOKED POTENTIALS ABNORMAL,시각유발전위이상,,,,
0105,001,,0410,,,ENCEPHALOPATHY,뇌병증,뇌증,,,
0105,003,,0410,,,ENCEPHALOPATHY TOXIC,독성뇌병증,독성뇌증,,,
0105,004,,0410,,,ENCEPHALOPATHY ALLERGIC,알레르기뇌병증,알레르기성뇌병증,,,
0105,005,,0410,,,BRAIN SYNDROME ACUTE,급성뇌증후군,급성뇌증,,,
0105,006,,0410,,,ENCEPHALITIS TOXIC,독성뇌염,,,,
0105,007,,0410,,,ENCEPHALITIS,뇌염,,,,
0105,008,,0410,,,ENCEPHALOPATHY METABOLIC,대사성뇌병증,대사뇌병증,대사성뇌증,,
0105,009,,0410,,,ENCEPHALOPATHY VASCULAR,혈관성뇌병증,혈관뇌병증,혈관성뇌증,,
0105,010,,0410,,,SUBACUTE SCLEROSING PANENCEPHALITIS,아급성경화성전뇌염,아급성경화성범뇌염,아급성경화범뇌염,,
0106,001,0106,0410,,,EXTRAPYRAMIDAL DISORDER,추체외로장애,추체외질환,피라미드외질환,,
0106,003,0106,0410,,,PARALYSIS AGITANS,떨림마비,진전마비,,,
0106,004,0106,0410,,,PARKINSON'S SYNDROME,파킨슨증후군,,,,
0106,005,0106,0410,,,COGWHEEL RIGIDITY,톱니바퀴경직,톱니바퀴경축,톱니바퀴강직,,
0106,006,0106,0410,,,PARKINSONISM,파킨슨증,,,,
0106,007,0106,0410,,,MASK LIKE FACIES,가면양얼굴,가면모양얼굴,가면쓴얼굴을하는것,,
0106,008,0106,0410,,,EXTRAPYRAMIDAL DISORDER AGGRAVATED,추체외로장애악화,추체외질환악화,,,
0106,009,0106,0410,,,PARKINSONIAN GAIT,파킨슨걸음,파킨슨보행,,,
0106,010,0106,0410,,,FREEZING PHENOMENON,동결현상,얼어붙은듯한행동장애,행동동결현상,,
0107,001,,0410,0420,0600,FAECAL INCONTINENCE,대변실금,변실금,분변실금,,
0107,003,,0410,0420,0600,FAECAL INCONTINENCE AGGRAVATED,대변실금악화,변실금악화,,,
0108,001,,0410,,,GAIT ABNORMAL,보행이상,걸음이상,비정상보행,걷기장애,
0108,003,,0410,,,WALKING DIFFICULTY,보행곤란,보행어려움,보행장애,,
0108,004,,0410,,,GAIT UNSTEADY,불안보행,보행불안,불안한걸음걸이,,
0108,005,,0410,,,GAIT DISTURBANCE,보행장애,걸음장애,걸음방해,,
0108,006,,0410,,,FESTINATING GAIT,가속보행,촘촘걸음,,,
0108,007,,0410,,,GAIT RIGID,강직보행,경직보행,경직된걸음,,
0108,008,,0410,,,GAIT SHUFFLING,발끌림보행,질질끄는걸음,셔플링보행,,
0108,009,,0410,,,GAIT STUMBLING,헛디딤,비틀거리는걸음,비틀비틀걸음,멈칫걸음,
0108,010,,0410,,,GAIT TRIPPING,걸림,경쾌하고빠른걸음,빠른걸음,,
0108,011,,0410,,,GAIT DISORDER,보행장애,걸음장애,,,
0108,012,,0410,,,GAIT BROADENED,넓게걸음,광폭보행,다리를벌려서걷는걸음걸이,,
0108,013,,0410,,,SPASTIC GAIT,경직성보행,뻣뻣한걸음,뻣뻣걸음,,
0108,014,,0410,,,STAGGERING GAIT,갈짓자걸음,절뚝거림보행,비틀걸음,갈짓자보행,비틀거리는걸음
0108,015,,0410,,,PARALYTIC GAIT,마비성보행,마비걸음,,,
0109,001,,0410,1810,,HEADACHE,두통,,,,
0109,003,,0410,1810,,CEPHALGIA,두통,,,,
0109,004,,0410,1810,,HEADACHE HISTAMINE,히스타민두통,히스타민성두통,,,
0109,005,,0410,1810,,HEAD DISCOMFORT,머리불편,두부불편감,머리불편감,,
0109,006,,0410,1810,,HEADACHE VASOMOTOR,혈관운동두통,혈관운동성두통,,,
