성분코드,성분명(한),성분명(영)
M051882,피페로닐부톡시드,Piperonyl Butoxide
M051885,피페미드산,Pipemidic Acid
M051891,핀돌롤,Pindolol
M051892,필발,Piperis Longi Fructus
M051896,하라존,Halazone
M051901,하수오,Polygonum Multiflorum Root
M051905,할시노니드,Halcinonide
M051907,해금사,Lygodii Spora
M051911,향유,Elsholtziae Herba
M051914,헤모글로빈,Hemoglobin
M051916,헤미셀룰라제,Hemicellulase
M051925,헥사메타인산나트륨,Sodium Hexametaphosphate
M051932,현삼,Scrophularia Root
M051933,혈갈,Draconis Sanguis
M051936,형개,Schizonepeta Spike
M051939,호동루,Resina Populi
M051946,호박,Succinum
M051950,호분,Hydrocerussite Powder
M051951,호장근,Polygoni Cuspidati Rhizoma et Radix
M051954,화피,Betulae Cortex
M051960,황산,Sulphuric Acid
M051962,황산망간,Manganese Sulfate
M051967,황정,Polygonatum Rhizome
M051969,소회향,Foeniculi Fructus
M051971,약용효모,Medicinal Yeast
M051981,히드로퀴논,Hydroquinone
M051985,히드록소코발라민,Hydroxocobalamin
M051997,히스티딘,Histidine
M052006,시토스테롤,Sitosterol
M060008,규조토,Diatomaceous Earth
M060011,그레이프미크론,Grape Micron
M060020,전분1500,Starch 1500
M060025,등유,Kerosene
M060035,디에탄올아민,Diethanolamine
M060038,디클로로디플루오로메탄,Dichlorodifluoromethane
M060067,메탄올,Methanol
M060070,무수크롬산,Anhydrous Chromic Acid
M060084,벤젠,Benzene
M060086,벤즈알데히드,Benzaldehyde
M060089,조아세트아미노펜,Crude Acetaminophen
M060092,부탄올,Butanol
M060103,사염화탄소,Carbon Tetrachloride
M060104,사이다에센스,Cider Essence
M060108,살구향,Apricot Flavor
M060112,유드라짓RS,Eudragit RS
M060118,세토마크로골1000,Cetomacrogol 1000
M060126,카프릴산나트륨,Sodium Caprylate
M060131,소르빈산칼륨,Potassium Sorbate
M060138,수산화바륨,Barium Hydroxide
M060155,시넬기스트에스-421,Synergist S-421
M060160,신남알데히드,Cinnamaldehyde
M060161,실리콘수지,Silicone Resin
M060165,아네톨,Anethole
M060173,아비셀,Avicel
M060185,알킬올아마이드,
M060187,액화석유가스,Liquified Petroleum Gas
M060196,오파스프레이,OPASPRAY
M060203,운모,Muscovitum
M060205,유드라짓S,Eudragit S
M060210,은박,Argentum
M060242,장미향,Rose Flavor
M060246,제인,Zein
M060260,카라멜,Caramel
M060272,코코아버터,Cocoa Butter
M060287,텔핀레진(퀸톤),Polyterpenes (Quinton)
M060302,펄프판,Pulp Plate
M060319,프로필렌글리콜모노스테아레이트,Propylene Glycol Monostearate
M060320,프리모젤,Primojel
M060334,황산암모늄,Ammonium Sulfate
M060512,황색5호,Yellow No.5
M060513,녹색2호,Green No.2
M060519,적색203호,Red No.203
M060525,적색213호,Red No.213
M060527,적색215호,Red No.215
M060531,적색221호,Red No.221
M060558,청색203호,Blue No.203
M060561,갈색202호,Brown No.202
M060573,흡착수지(피에이-408),Adsorption Resin (PA-408)
M060574,흡착수지(피케이-208),Adsorption Resin (PK-208)
M060579,히드로라이즈드케라틴,Hydrolyzed Keratin
M060585,청색403호,Blue No.403
M061119,인삼30%에탄올건조엑스,White Ginseng 30% Ethanol Dried Extract
M064512,산조인초,
M064516,실라자프릴,Cilazapril
M070004,수산화나트륨,Sodium Hydroxide
M070014,과산화효소,Peroxydase
M070015,강황,Curcuma Longa Rhizome
M070017,갱미,Oryzae Semen
M070020,건조인산나트륨,Dried Sodium Phosphate
M070025,건조아황산나트륨,Dried Sodium Sulfite
M070037,경화피마자유,Hydrogenated Castor Oil
M070038,결정셀룰로오스,Crystallized Cellulose
M070040,곤포,Laminariae Japonicae Thallus
M070044,실로스타졸,Cilostazol
M070045,"2,4-디클로로아세토페논","2,4-Dichloroacetophenone"
M070046,고백반,Burnt Alum
M070054,구아니딘염산염,Guanidine Hydrochloride
M070064,규산알루미늄,Aluminium Silicate
M070065,규산,Silicic Acid
M070072,글루콘산제일철,Ferrous Gluconate
M070080,글리세린지방산에스테르,Glycerin Esters of Fatty Acids
M070089,과황산나트륨,Sodium Persulfate
M070096,글리세로인산나트륨,Sodium Glycerophosphate
M070100,글리시리진산암모늄,Ammonium Glycyrrhizinate
M070106,남성포,
M070119,녹각,Cervi Cornu
M070122,뉴라제,Newlase
M070126,메타독신,Metadoxine
M070142,니세르골린,Nicergoline
M070145,니코티노니트릴98%이상,Nicotinonitrile 98% Over
M070157,대극,Euphorbiae Pekinensis Radix
M070170,동과자,Benincasae Semen
M070183,흑딸기향,Blackberry Flavor
M070188,모메타손푸로에이트,Mometasone Furoate
M070204,디프로필아민,Dipropylamine
M070220,미바셋,Myvacet
M070242,디이소프로판올아민,Diisopropanolamine
M070248,디옥산,Dioxane
M070254,디옥틸프탈레이트,Dioctyl Phthalate
M070269,"2,4-디클로로아닐린","2,4-Dichloroaniline"
M070270,"2,4-디니트로페닐히드라진","2,4-Dinitrophenylhydrazine"
M070283,헥사메틸디실라잔,Hexamethyldisilazane
M070292,"1,2-디메톡시에탄","1,2-Dimethoxymethane"
M070301,구아닌,Guanine
M070308,S-2080,
M070311,라즈베리향,Raspberry Flavor
M070313,리바비린,Ribavirin
M070323,2-브로모부탄,2-Bromobutane
M070329,"2,6-루티딘","2,6-Lutidine"
M070331,이데베논,Idebenone
M070337,레몬향,Lemon Flavor
M070341,라우릴알코올,Lauryl Alcohol
M070342,라임향,Lime Flavor
M070363,마이칼,Mical
M070376,저당,Low Sugar
M070377,메탄설폰산,Methanesulfonic Acid
M070412,이온교환수지(CM-TOYOPEARL),Ion Exchange Resin (CM-TOYOPEARL)
M070414,알디옥사,Aldioxa
M070421,인산삼칼슘,Tribasic Calcium Phosphate
M070422,세포테탄나트륨,Cefotetan Sodium
M070426,재조합사람에리스로포이에틴,Recombinant Human Erythropoietin
M070439,오세인,Ossein
M070442,밀크미크론,Milk Micron
M070452,불용성포비돈,Insoluble Polyvidone
M070453,백곡,Triticum Sativum
M070455,백편두,Dolichos Seed
M070456,백개자,White Brassicae Semen
M070460,백색쉘락,White Shellac
M070462,말로틸레이트,Malotilate
M070465,바닐라향,Vanilla Flavor
M070468,백색연고,White Ointment
M070494,변성전분,Modified Starch
M070508,3급부틸아민,Tert-Butylamine
M070513,헥사민,Hexamine
M070522,아르테미시아75-3842,Artemsia 75-3842
M070523,부틸아세테이트,Butyl Acetate
M070526,흑두,Glycine Semen Nigra
M070533,백당지방산에스테르,Sucrose Esters of Fatty Acids
M070534,옥살산나트륨,Sodium Oxalate
M070543,벤조페논,Benzophenone
M070601,디플루프레드네이트,Difluprednate
M070602,생고무,Crude Rubber
M070605,몰시도민,Molsidomine
M070608,산화칼슘,Calcium Oxide
M070611,살리실산글리콜,Glycol Salicylate
M070613,산화철,Ferric Oxide
M070616,사과향,Apple Flavor
M070617,셀룰로오스,Cellulose
M070626,세폭시틴나트륨,Cefoxitin Sodium
M070630,세틸팔미테이트,Cetyl Palmitate
M070635,수소,Hydrogen
M070656,테트로닉1107,Tetronic 1107
M070662,소다회,soda ash
M070667,피루빈산나트륨,Sodium Pyruvate
M070669,소포제,Antiforming Agent
M070676,발프로산나트륨,Sodium Valproate
M070699,3-시아노피리딘,3-Cyanopyridine
M070702,시티딘,Cytidine
M070703,시안화나트륨,Sodium Cyanide
M070706,시네트린,Cinethrine
M070716,체리향코튼,Cherry Flavor Cotton
M070718,세푸록심나트륨,Cefuroxime Sodium
M070722,소야레시틴,lecithin sojae
M070724,나프록센나트륨,Naproxen Sodium
M070726,디시안디아미드,Dicyandiamide
M070792,98%가성소다,Sodium Hydroxide 98%
M070806,아진타미드,Azintamide
M070808,알루미나,Alumina
M070813,알루미늄,Aluminium
M070819,아세토니트릴,Acetonitrile
M070826,아미노리퀴파제엑스,
M070836,아크릴로니트릴,Acrylonitrile
M070840,아닐린,Aniline
M070845,안트라퀴논,Anthraquinone
M070859,아황산수,Sulfite Water
M070863,아니논(지방산비누용액),
M070865,알긴산,Alginic Acid
M070875,애엽,Artemisiae Argyi Folium
M070881,버들여뀌즙,Persicaria Hydropiper Spack Var. Vulgaris Nakai Juice
M070895,옐로우왁스,Yellow Wax
M070934,염화콜린,Choline Chloride
M070944,옥사제팜,Oxazepam
M070954,왁스,Wax
M070956,옥틸도데칸올,Octyldodecanol
M070958,오염화인,Phosphorus Pentachloride
M070969,용성식물성단백질,Soluble Vegetable Protein
M070975,우내피,Cow Leather
M070994,인산염완충액,Phosphate Buffer Solution
M070995,이미다졸,Imidazol
M070997,이소프로필팔미테이트,Isopropyl Palmitate
M071000,인산나트륨,Sodium Phosphate
M071015,이부프로펜리신,Ibuprofen Lysine
M071022,인산수소나트륨,Dibasic Sodium Phosphate
M071043,아이오놀,
M071088,염소,Chlorine
M071100,애플미크론,Apple Micron
M071102,자스민향,Jasmine Flavor
M071104,"1,3-디브로모-5,5-디메틸히단토인","1,3-Dibromo-5,5-Dimethylhydantoin"
M071113,제이인산암모늄,"Ammonium Phosphate, Dibasic"
M071115,제이인산칼슘,"Calcium Phosphate, Dibasic"
M071129,소합향,Styrax Liquides
M071137,중아황산나트륨,sodium bisulfite
M071145,질산암모늄,Ammonium Nitrate
M071164,에탄올95%,Ethanol 95%
M071202,창이즙,
M071206,천초근,Rubiae Radix
M071211,천연고무,Natural Rubber
M071238,췌장성소화효소TA,Pancreatin TA
M071316,톨루엔,Toluene
M071324,"3,4,5-트리메톡시벤즈알데히드","3,4,5-Trimethoxybenzaldehyde"
M071331,트리판블루,Trypan Blue
M071332,트리에탄올아민,Triethanolamine
M071346,트리페닐포스핀,Triphenylphosphine
M071352,탈지분유,Nonfat Dry Milk
M071358,탄산암모늄,Ammonium Carbonate
M071401,캐레웨이유,Caraway Oil
M071404,카보폴940,Carbopol 940
M071457,쿠마린,Coumarin
M071458,클로르피리포스,Chlorpyrifos
M071481,코코아향,Cocoa Flavor
M071485,크로토노니트릴,Crotononitrile
M071496,클로로설폰산,Chlorosulfonic Acid
M071543,퍼메트린,Permethrin
M071547,피프린히드리네이트,Piprinhydrinate
M071554,폴리부텐,Polybutene
M071562,아스테미졸,Astemizole
M071567,포도향,Grape Flavor
M071571,폴리비닐알코올,Polyvinyl Alcohol
M071582,4-아미노안티피린,4-Aminoantipyrine
M071583,포도필린수지,Podophyllin Resin
M071590,폴리인산나트륨,Sodium Polyphosphate
M071592,플루오시노니드,Fluocinonide
M071604,프로부콜,Probucol
M071627,피리딘,Pyridine
M071634,피록시캄,Piroxicam
M071647,페닐글리신,Phenylglycine
M071673,피이피101,
M071676,포르트칼유,Portugal Oil
M071682,프로판,Propan
M071714,오렌지민트향,Orange Mint Flavor
M071724,황산칼슘,Calcium Sulfate
M071725,황색바셀린,Yellow Petrolatum
M071728,해합분,
M071743,훽티이스,"Factice, Factis"
M071746,헥산,Hexane
M071766,스테아레스2,Steareth 2
M071767,히드라진,Hydrazine
M071782,혼합초록색,Mixed Green Colorant
M071788,헤모코아귤라제,Hemocoagulase
M071804,무수염화알루미늄,Anhydrous Aluminium Chloride
M071820,밀크향,Milk Flavor
M071836,만델산,Mandelic Acid
M071842,아스피린리신,Aspirin Lysine
M071843,박하향,Peppermint Flavor
M071874,동물담,Ox Bile
M071879,디시클로헥실카르보디이미드,Dicyclohexylcarbodiimide
M071916,요구르트향,Yogurt Flavor
M071917,o-페닐렌디아민,o-Phenylenediamine
M071924,은행엽,Ginkgo Leaf
M071925,이황화탄소,Carbon Disulfide
M071927,이산화망간,Manganese Dioxide
M071937,입실론카프로락탐,Epsilon Caprolactam
M071943,2-클로로에탄올,2-Chloroethanol
M071950,염화제이석,Stanic Chloride
M071965,IRA40098%이상,
M071967,우라실,Uracil
M071999,암피실린삼수화물,Ampicillin Trihydrate
M080003,설포란,Sulfolane
M080022,가용성전분,Soluble Starch
M080025,글리퀴돈,Gliquidone
M080102,카푸로락탐,e-Caprolactam
M080106,알파히드록시칼슘,Alpha Hydroxy Calcium
M080107,인산일수소암모늄,Ammonium Hydrogen Phosphate
M080206,당밀,Molasses
M080223,사프란,Saffron
M080224,호황련,Picrorhizae Rhizoma
M080229,페퍼민트,Peppermint
M080238,피롤리딘,Pyrrolidine
M080244,드링크향,Drink Flavor
M080248,경질유동파라핀,Light Liquid Paraffin
M080255,피페리딘,Piperidine
M080263,에데트산,Edetic Acid
M080265,루브리왁스,Lubri Wax
M080268,베자피브레이트,Bezafibrate
M080276,아르기닌티디아시케이트,Arginine Tidiacicate
M080291,쇄양,Cynomorium Herb
M080308,소브레롤,Sobrerol
M080313,오소판물질,Ossopan Substance
M080326,아니스향,Anise Flavor
M080328,트록세루틴,Troxerutin
M080335,세토마크로골유화왁스,Cetomacrogol Emulsifying Wax
M080356,황산마그네슘수화물,Magnesium Sulfate Hydrate
M080357,유드라짓RS100,Eudragit RS100
M080360,제단백유우혈액추출물,Deproteinised Hemoderivative of Calf's Blood
M080362,미글리올812,Miglyol 812
M080365,정향유,Clove Oil
M080368,이소프로필아민,Isopropylamine
M080382,말톨,Maltol
M080392,콩기름불검화물,Unsaponifiable Matter of Soybean Oil
M080401,말트린100,Maltrin 100
M080409,티아프로펜산,Tiaprofenic Acid
M080417,인삼건조엑스-에이,White Ginseng Dried Extract-A
M080431,브로모프리드,Bromopride
M080446,토목향,Inulae Heleni Radix
M080459,레토스테인,Letosteine
M080488,카로베린,Caroverine
M080522,시클로헥산,Cyclohexane
M080525,시티콜린나트륨,Citicoline Sodium
M080537,무수아황산나트륨,Anhydrous Sodium Sulfite
M080545,농염산,Hydrochloric Acid Concentrate
M080546,결정포도당,Crystallized Glucose
M080550,라니티딘,Ranitidine
M080552,2-아미노피리딘,2-Aminopyridine
M080561,사카로마이세스세레비시아한센씨비에스5926군,Saccharomyces Cerevisiae Hansen CBS 5926
M080565,무정형에스신,Aescin Amorphous
M080574,인트린식펙타,Intrinsic Factor
M080576,펩신,Pepsin
M080578,라우로마크로골,Lauromacrogol
M080598,파인애플미크론,Pineapple Micron
M080602,과산화수소수30%,Hydrogen Peroxide Solution 30%
M080610,바실루스서브틸리스균,Bacillus Subtilis
M080618,케토코나졸,Ketoconazole
M080624,흑색산화철,Black Iron Oxide
M080625,아르기닌티아졸리딘카르복실레이트,Arginine Thiazolidine Carboxylate
M080640,프로나제,Pronase
M080641,고수열매가루,Coriander Fruit Powder
M080652,이소프로필이소스테아레이트,Isopropyl Isostearate
M080654,3-히드록시벤즈알데히드,3-Hydroxybenzaldehyde
M080659,차전초,Plantaginis Herba
M080670,아세메타신,Acemetacin
M080673,적색1호,Red No.1
M080678,선퇴,Cicadidae Periostracum
M080685,보에마이트,Boehmite
M080699,대복피,Areca Peel
M080711,2-페녹시에탄올,2-Phenoxyethanol
M080715,청색4호,Blue No.4
M080718,50%메탄올,Methanol 50%
M080726,푸마르산,Fumaric Acid
M080737,선복화,Inulae Flos
M080739,관동화,Farfarae Flower
M080740,정력자,Lepidii seu Descurainiae Semen
M080752,혼합폴리글리콜스테아레이트,Mixed Polyethylene Glycol Stearate
M080753,판프로신SS,Panprosin SS
M080770,실리콘유,Silicone Oil
M080772,적색5호,Red No.5
M080781,엠콜H300B,Emcol H300B
M080782,엠콜H500B,Emcol H500B
M080783,수퍼솔,
M080791,스피아민트향,Spearmint Flavor
M080792,아카시아향,Acacia Flavor
M080793,속단,Dipsaci Radix
M080794,저실자,Broussonetiae Fructus
M080801,분말식물스테아린,Powdered Vegetable Stearine
M080813,적색4호,Red No.4
M080844,소목,Sappan Wood
M080845,아니스유,Anise Oil
M080848,염화벤조일,Benzoyl Chloride
M080852,초코렛향,Chocolate Flavor
M080863,포비돈25000,Povidone 25000
M080864,포비돈700000,Povidone 700000
M080883,피로아황산나트륨,Sodium Metabisulfite
M080887,인,Phosphorus
M080897,3-클로로-1-프로판올,3-Chloro-1-Propanol
M080903,설글리코타이드,Sulglycotide
M080912,로코트리보플라빈,Rocoat Riboflavin
M080914,로코트니코틴산아미드,Rocoat Nicotinamide
M080921,노근,Phragmitis Rhizoma
M080951,염화벤젠,Benzene Chloride
M081020,시아노코발라민1%,Cyanocobalamin 1%
M081035,인산,Phosphoric Acid
M081043,유드라짓L100,Eudragit L100
M081046,트리파미드,Tripamide
M081057,카르모푸르,Carmofur
M081066,티오코나졸,Tioconazole
M081077,세틸에스테르왁스,Cetyl Ester Wax
M081083,비오디아스타제2000,Biodiastase 2000
M081085,페노프로펜칼슘,Fenoprofen Calcium
M081086,트리메부틴,Trimebutine
M081091,돔페리돈,Domperidone
M081095,딜티아젬아시딕폴리머콤플렉스,Diltiazem Acidic Polymer Complex
M081101,루스코게닌류물질,Ruscogenin and Neoruscogenin
M081104,황색산화제이철,"Ferric Oxide, Yellow"
M081111,폴리아크릴산,Polyacrylic Acid
M081113,에스쿨로시드,Esculoside
M081135,다나졸,Danazol
M081151,클로펜틱솔,Clopenthixol
M081161,크로스포비돈,Crospovidone
M081180,아데닌,Adenine
M081187,알로인,Aloin
M081188,엔플루란,Enflurane
M081194,클로자핀,Clozapine
M081198,차전자피,Psyllium Husk
